question_id,subject_id,main_subject,old_question_id,unique_old_question_id,active,question_type,product_category,difficulty_level,created_at,updated_at
1937,73,שלמים,1322,1324,1,Numeric bullet single choice,פסיכומטרי,5,2023-11-02T17:16:36.000000Z,2024-01-23T13:10:42.000000Z
1938,73,שלמים,1323,1326,1,Numeric bullet single choice,פסיכומטרי,4,2023-11-02T17:18:59.000000Z,2023-11-02T17:18:59.000000Z
1939,73,שלמים,1324,1327,1,Numeric bullet single choice,פסיכומטרי,5,2023-11-02T17:23:40.000000Z,2023-11-02T17:23:40.000000Z
1941,74,חלוקה,1326,1340,1,Numeric bullet single choice,פסיכומטרי,5,2023-11-02T17:32:37.000000Z,2023-11-02T17:32:37.000000Z
1942,73,שלמים,1327,1341,1,Numeric bullet single choice,פסיכומטרי,8,2023-11-02T17:38:58.000000Z,2023-11-02T17:38:58.000000Z
1602,73,שלמים,1340,1342,1,Numeric bullet single choice,פסיכומטרי,6,2023-10-30T12:43:28.000000Z,2023-10-30T12:43:28.000000Z
2085,73,שלמים,1341,1343,1,Numeric bullet single choice,פסיכומטרי,5,2023-11-05T14:09:01.000000Z,2023-11-05T14:09:01.000000Z
2003,67,משוואות,1342,1344,1,Numeric bullet single choice,פסיכומטרי,1,2023-11-04T11:28:44.000000Z,2025-03-12T13:13:50.000000Z
1721,68,ביטויים,1343,1345,1,Numeric bullet single choice,פסיכומטרי,2,2023-11-01T10:38:00.000000Z,2023-11-01T10:38:00.000000Z
2086,73,שלמים,1344,1346,1,Numeric bullet single choice,פסיכומטרי,3,2023-11-05T14:14:01.000000Z,2024-01-23T13:32:09.000000Z
2087,73,שלמים,1345,1347,1,Numeric bullet single choice,פסיכומטרי,3.5,2023-11-05T14:15:54.000000Z,2024-01-23T13:33:41.000000Z
2004,70,התנהגות אלגברית,1346,1348,1,Numeric bullet single choice,פסיכומטרי,4,2023-11-04T11:32:28.000000Z,2024-01-11T09:13:04.000000Z
2005,70,התנהגות אלגברית,1347,1349,1,Numeric bullet single choice,פסיכומטרי,6.5,2023-11-04T11:37:45.000000Z,2024-01-11T10:24:22.000000Z
2006,73,שלמים,1348,1350,1,Numeric bullet single choice,פסיכומטרי,2,2023-11-04T11:41:42.000000Z,2023-11-04T11:41:42.000000Z
2007,70,התנהגות אלגברית,1349,1351,1,Numeric bullet single choice,פסיכומטרי,4,2023-11-04T11:44:50.000000Z,2024-01-11T10:27:01.000000Z
1912,73,שלמים,1350,1352,1,Numeric bullet single choice,פסיכומטרי,6,2023-11-02T14:04:15.000000Z,2023-11-02T14:04:15.000000Z
2008,70,התנהגות אלגברית,1350,1353,1,Numeric bullet single choice,פסיכומטרי,3,2023-11-04T11:48:04.000000Z,2024-01-11T12:33:55.000000Z
1913,73,שלמים,1351,1356,1,Numeric bullet single choice,פסיכומטרי,5,2023-11-02T14:08:15.000000Z,2024-01-23T13:39:18.000000Z
1914,73,שלמים,1352,1357,1,Numeric bullet single choice,פסיכומטרי,3.5,2023-11-02T14:10:38.000000Z,2024-01-23T13:47:37.000000Z
2009,71,חיובי שלילי וערך מוחלט,1353,1358,1,Numeric bullet single choice,פסיכומטרי,1,2023-11-04T11:50:21.000000Z,2024-01-27T07:02:35.000000Z
1915,74,חלוקה,1356,1359,1,Numeric bullet single choice,פסיכומטרי,4,2023-11-02T14:14:35.000000Z,2023-11-02T14:14:35.000000Z
1916,73,שלמים,1357,1360,1,Numeric bullet single choice,פסיכומטרי,6,2023-11-02T14:17:20.000000Z,2023-11-02T14:17:20.000000Z
1917,74,חלוקה,1358,1361,1,Numeric bullet single choice,פסיכומטרי,3,2023-11-02T14:19:42.000000Z,2024-01-23T13:52:24.000000Z
1918,73,שלמים,1359,1362,1,Numeric bullet single choice,פסיכומטרי,3.5,2023-11-02T14:22:11.000000Z,2024-01-23T13:53:30.000000Z
1919,73,שלמים,1360,1363,1,Numeric bullet single choice,פסיכומטרי,6,2023-11-02T14:26:35.000000Z,2023-11-02T14:26:35.000000Z
1920,73,שלמים,1361,1364,1,Numeric bullet single choice,פסיכומטרי,7,2023-11-02T14:32:05.000000Z,2023-11-02T14:32:05.000000Z
2010,70,התנהגות אלגברית,1362,1365,1,Numeric bullet single choice,פסיכומטרי,4,2023-11-04T11:59:10.000000Z,2024-01-11T10:31:31.000000Z
1921,74,חלוקה,1363,1366,1,Numeric bullet single choice,פסיכומטרי,4,2023-11-02T14:35:02.000000Z,2024-12-22T03:51:44.000000Z
1922,73,שלמים,1364,1368,1,Numeric bullet single choice,פסיכומטרי,1,2023-11-02T14:36:25.000000Z,2023-11-02T14:36:25.000000Z
1923,73,שלמים,1365,1369,1,Numeric bullet single choice,פסיכומטרי,1,2023-11-02T14:38:04.000000Z,2023-11-02T14:38:04.000000Z
2089,73,שלמים,1366,1370,1,Numeric bullet single choice,פסיכומטרי,1,2023-11-05T14:22:44.000000Z,2024-01-23T13:58:47.000000Z
2090,73,שלמים,1368,1373,1,Numeric bullet single choice,פסיכומטרי,1,2023-11-05T14:24:14.000000Z,2024-01-23T13:59:25.000000Z
2091,71,חיובי שלילי וערך מוחלט,1369,1374,1,Numeric bullet single choice,פסיכומטרי,2,2023-11-05T14:26:22.000000Z,2024-01-27T07:03:24.000000Z
2093,74,חלוקה,1370,1375,1,Numeric bullet single choice,פסיכומטרי,2,2023-11-05T14:27:57.000000Z,2023-11-05T14:27:57.000000Z
2095,73,שלמים,1373,1376,1,Numeric bullet single choice,פסיכומטרי,2,2023-11-05T14:30:53.000000Z,2024-01-23T14:00:22.000000Z
2096,73,שלמים,1374,1378,1,Numeric bullet single choice,פסיכומטרי,5,2023-11-05T14:33:59.000000Z,2024-01-23T14:02:26.000000Z
2098,73,שלמים,1375,1379,1,Numeric bullet single choice,פסיכומטרי,7,2023-11-05T14:36:22.000000Z,2023-11-05T14:36:22.000000Z
2099,73,שלמים,1376,1380,1,Numeric bullet single choice,פסיכומטרי,5,2023-11-05T14:39:50.000000Z,2023-11-05T14:39:50.000000Z
2100,73,שלמים,1378,1382,1,Numeric bullet single choice,פסיכומטרי,4,2023-11-05T14:42:43.000000Z,2024-01-23T14:04:44.000000Z
2101,74,חלוקה,1379,1383,1,Numeric bullet single choice,פסיכומטרי,6,2023-11-05T14:44:53.000000Z,2023-11-05T14:44:53.000000Z
2102,74,חלוקה,1380,1384,1,Numeric bullet single choice,פסיכומטרי,5,2023-11-05T14:48:19.000000Z,2023-11-05T14:48:19.000000Z
2104,73,שלמים,1382,1385,1,Numeric bullet single choice,פסיכומטרי,6,2023-11-05T14:51:17.000000Z,2024-01-23T14:08:23.000000Z
1924,73,שלמים,1383,1386,1,Numeric bullet single choice,פסיכומטרי,5,2023-11-02T14:40:48.000000Z,2024-01-23T14:09:49.000000Z
1925,74,חלוקה,1384,1388,1,Numeric bullet single choice,פסיכומטרי,5,2023-11-02T14:43:33.000000Z,2024-01-23T14:16:31.000000Z
1926,74,חלוקה,1385,1389,1,Numeric bullet single choice,פסיכומטרי,4,2023-11-02T14:45:06.000000Z,2024-01-23T14:17:24.000000Z
1927,75,אותיות וספרות,1386,1393,1,Numeric bullet single choice,פסיכומטרי,2,2023-11-02T14:47:51.000000Z,2024-01-23T14:18:06.000000Z
1928,75,אותיות וספרות,1388,1394,1,Numeric bullet single choice,פסיכומטרי,3,2023-11-02T14:50:34.000000Z,2024-01-23T14:27:15.000000Z
1929,75,אותיות וספרות,1389,1398,1,Numeric bullet single choice,פסיכומטרי,9.5,2023-11-02T14:56:39.000000Z,2023-12-13T10:20:34.000000Z
2011,70,התנהגות אלגברית,1393,1403,1,Numeric bullet single choice,פסיכומטרי,3,2023-11-04T12:02:13.000000Z,2024-01-11T10:33:22.000000Z
1930,73,שלמים,1394,1404,1,Numeric bullet single choice,פסיכומטרי,7,2023-11-02T15:00:18.000000Z,2024-01-23T14:29:04.000000Z
1862,67,משוואות,1398,1405,1,Numeric bullet single choice,פסיכומטרי,4,2023-11-02T09:29:24.000000Z,2023-11-28T08:32:21.000000Z
1945,115,קווים וזוויות,1403,1426,1,Image and text,פסיכומטרי,1,2023-11-03T09:19:15.000000Z,2023-12-17T10:48:56.000000Z
1946,115,קווים וזוויות,1404,1409,1,Image and text,פסיכומטרי,1,2023-11-03T09:39:57.000000Z,2023-12-17T11:01:55.000000Z
1947,116,משולשים,1405,3042,1,Image and text,פסיכומטרי,2.5,2023-11-03T10:04:51.000000Z,2023-11-30T07:05:53.000000Z
3011,119,מעגלים,1426,1414,1,Image and text,פסיכומטרי,10,2023-11-23T08:09:55.000000Z,2024-12-30T10:14:44.000000Z
1950,117,מרובעים,1409,1415,1,Image and text,פסיכומטרי,1,2023-11-03T10:34:28.000000Z,2023-12-17T14:41:02.000000Z
3398,119,מעגלים,3042,1416,1,Image and text,פסיכומטרי,10,2023-11-27T10:50:50.000000Z,2024-02-19T16:08:50.000000Z
1954,122,שטחים,1414,3657,1,Image and text,פסיכומטרי,6,2023-11-03T11:13:50.000000Z,2024-12-30T09:17:59.000000Z
2988,122,שטחים,1415,3074,1,Image and text,פסיכומטרי,3,2023-11-23T04:50:41.000000Z,2023-11-23T04:51:22.000000Z
1955,116,משולשים,1416,3084,1,Image and text,פסיכומטרי,2,2023-11-03T11:20:40.000000Z,2023-11-30T07:06:44.000000Z
4582,119,מעגלים,3657,1420,1,Image and text,פסיכומטרי,10,2023-12-07T08:20:32.000000Z,2024-02-26T11:57:33.000000Z
3414,119,מעגלים,3074,1421,1,Image and text,פסיכומטרי,9,2023-11-27T11:17:05.000000Z,2024-02-19T16:20:30.000000Z
3430,119,מעגלים,3084,1423,1,Image and text,פסיכומטרי,9,2023-11-27T11:40:24.000000Z,2024-02-19T16:52:20.000000Z
1959,117,מרובעים,1420,1425,1,Image and text,פסיכומטרי,4,2023-11-03T11:50:09.000000Z,2023-12-17T14:58:18.000000Z
1960,117,מרובעים,1421,3586,1,Image and text,פסיכומטרי,5,2023-11-03T11:56:56.000000Z,2024-12-30T10:23:17.000000Z
2990,122,שטחים,1423,1427,1,Image and text,פסיכומטרי,5,2023-11-23T04:57:53.000000Z,2023-11-23T04:57:53.000000Z
2991,122,שטחים,1425,1428,1,Image and text,פסיכומטרי,3,2023-11-23T05:01:11.000000Z,2024-02-07T11:23:11.000000Z
