Product,Assignment ID,Assignment Name,Unit Type,Unit ID,Unit Name,Unit Active,Unit Mode,Unit Rules
פסיכומטרי,15,מבחן פתיחה 0721,container,35,פרק 1 כמותי,1,Predetermined,NULL
פסיכומטרי,15,מבחן פתיחה 0721,container,36,פרק 2 מילולי,1,Predetermined,NULL
פסיכומטרי,15,מבחן פתיחה 0721,container,37,פרק 3 אנגלית,1,Predetermined,NULL
פסיכומטרי,16,הסרת חלודה,atomic,45,פתרונות ספר הסרת חלודה,1,N/A,NULL
פסיכומטרי,16,הסרת חלודה,atomic,150,לומדת שברים - טרום קורס,1,N/A,NULL
פסיכומטרי,16,הסרת חלודה,atomic,151,לומדת חישוב ללא מחשבון - טרום קורס,1,N/A,NULL
פסיכומטרי,16,הסרת חלודה,atomic,152,לומדת חזקות - טרום קורס,1,N/A,NULL
פסיכומטרי,16,הסרת חלודה,atomic,153,לומדת שורשים - טרום קורס,1,N/A,NULL
פסיכומטרי,16,הסרת חלודה,atomic,154,לומדת זוויות וישרים - טרום קורס,1,N/A,NULL
פסיכומטרי,16,הסרת חלודה,atomic,252,ספר הסרת חלודה - קישור חיצוני,1,N/A,NULL
פסיכומטרי,17,מיומנויות שפה בעברית 1 ז.גבוהה,atomic,78,אוצר מילים עברית יחידה 1,1,N/A,"זמינות   < 35,זמינות   < 25,רמת התלמיד Reading Comprehension  < 7.5"
פסיכומטרי,17,מיומנויות שפה בעברית 1 ז.גבוהה,atomic,172,הסברים אוצר מילים מטלת כתיבה + יחידות 1 2,1,N/A,"זמינות   < 35,זמינות   < 25,רמת התלמיד Reading Comprehension  < 7.5"
פסיכומטרי,17,מיומנויות שפה בעברית 1 ז.גבוהה,atomic,472,מטלת כתיבה תקינות לשונית מילות יחס,1,N/A,"זמינות   < 35,זמינות   < 25,רמת התלמיד Reading Comprehension  < 7.5"
פסיכומטרי,18,הכנה למפגש 2 חזקים,atomic,167,הנחיות - הסבר על מטלות הכנה,1,N/A,רמת התלמיד משוואות  < 6
פסיכומטרי,18,הכנה למפגש 2 חזקים,atomic,171,לומדת הסרת חלודה - משולשים,1,N/A,רמת התלמיד משוואות  < 6
פסיכומטרי,18,הכנה למפגש 2 חזקים,atomic,173,הכנה למשוואות הסרת חלודה,1,N/A,רמת התלמיד משוואות  < 6
פסיכומטרי,18,הכנה למפגש 2 חזקים,atomic,174,תזכורת למטלות טרום קורס,1,N/A,רמת התלמיד משוואות  < 6
פסיכומטרי,18,הכנה למפגש 2 חזקים,atomic,175,הכנה למבוא למטלת כתיבה,1,N/A,רמת התלמיד משוואות  < 6
פסיכומטרי,19,הכנה למפגש 2 חלשים,atomic,155,לומדת הסרת חלודה - הוצאת גורם משותף,1,N/A,רמת התלמיד משוואות  >= 6
פסיכומטרי,19,הכנה למפגש 2 חלשים,atomic,157,לומדת הסרת חלודה - כפל מקוצר,1,N/A,רמת התלמיד משוואות  >= 6
פסיכומטרי,19,הכנה למפגש 2 חלשים,atomic,167,הנחיות - הסבר על מטלות הכנה,1,N/A,רמת התלמיד משוואות  >= 6
פסיכומטרי,19,הכנה למפגש 2 חלשים,atomic,171,לומדת הסרת חלודה - משולשים,1,N/A,רמת התלמיד משוואות  >= 6
פסיכומטרי,19,הכנה למפגש 2 חלשים,atomic,173,הכנה למשוואות הסרת חלודה,1,N/A,רמת התלמיד משוואות  >= 6
פסיכומטרי,19,הכנה למפגש 2 חלשים,atomic,174,תזכורת למטלות טרום קורס,1,N/A,רמת התלמיד משוואות  >= 6
פסיכומטרי,19,הכנה למפגש 2 חלשים,atomic,175,הכנה למבוא למטלת כתיבה,1,N/A,רמת התלמיד משוואות  >= 6
פסיכומטרי,20,חזקות ושורשים - תרגול לחלשים,atomic,162,בסיס - הנחיות חזקוש חזקה,1,N/A,רמת התלמיד ביטויים  >= 6
פסיכומטרי,20,חזקות ושורשים - תרגול לחלשים,atomic,163,בסיס - הנחיות חזקוש שורש,1,N/A,רמת התלמיד ביטויים  >= 6
פסיכומטרי,20,חזקות ושורשים - תרגול לחלשים,atomic,164,בסיס - הנחיות חזקוש הגדרות,1,N/A,רמת התלמיד ביטויים  >= 6
פסיכומטרי,20,חזקות ושורשים - תרגול לחלשים,atomic,165,בסיס - הנחיות חזקוש כללי חזקות,1,N/A,רמת התלמיד ביטויים  >= 6
פסיכומטרי,20,חזקות ושורשים - תרגול לחלשים,atomic,166,בסיס - הנחיות חזקוש כללי שורשים,1,N/A,רמת התלמיד ביטויים  >= 6
פסיכומטרי,20,חזקות ושורשים - תרגול לחלשים,container,30,תרגול הגדרת החזקה,1,Predetermined,רמת התלמיד ביטויים  >= 6
פסיכומטרי,20,חזקות ושורשים - תרגול לחלשים,container,31,תרגול הגדרת שורש,1,Predetermined,רמת התלמיד ביטויים  >= 6
פסיכומטרי,20,חזקות ושורשים - תרגול לחלשים,container,32,תרגול מקרים מיוחדים,1,Predetermined,רמת התלמיד ביטויים  >= 6
פסיכומטרי,20,חזקות ושורשים - תרגול לחלשים,container,33,תרגול כללי חזקות,1,Predetermined,רמת התלמיד ביטויים  >= 6
פסיכומטרי,20,חזקות ושורשים - תרגול לחלשים,container,34,תרגול כללי שורשים,1,Predetermined,רמת התלמיד ביטויים  >= 6
פסיכומטרי,21,מבנה מטלת הכתיבה,atomic,253,מטלת ספר מבנה מטלת כתיבה - חדש,1,N/A,NULL
פסיכומטרי,22,אנלוגיות זמינות נמוכה,atomic,29,סרטון שיעור אנלוגיות,1,N/A,זמינות   >= 15
פסיכומטרי,22,אנלוגיות זמינות נמוכה,atomic,60,דגשים משיעור אנלוגיות,1,N/A,זמינות   >= 15
פסיכומטרי,22,אנלוגיות זמינות נמוכה,atomic,121,פתרונות אנלוגיות,1,N/A,זמינות   >= 15
פסיכומטרי,23,אנלוגיות חלשים זמינות גבוהה,atomic,29,סרטון שיעור אנלוגיות,1,N/A,"< 15,רמת התלמיד אנלוגיות  >= 5"
פסיכומטרי,23,אנלוגיות חלשים זמינות גבוהה,atomic,60,דגשים משיעור אנלוגיות,1,N/A,"< 15,רמת התלמיד אנלוגיות  >= 5"
פסיכומטרי,23,אנלוגיות חלשים זמינות גבוהה,atomic,121,פתרונות אנלוגיות,1,N/A,"< 15,רמת התלמיד אנלוגיות  >= 5"
פסיכומטרי,23,אנלוגיות חלשים זמינות גבוהה,atomic,254,הנחיות מקבץ שאלה בודדת כללי,1,N/A,"< 15,רמת התלמיד אנלוגיות  >= 5"
פסיכומטרי,23,אנלוגיות חלשים זמינות גבוהה,container,17,תרגול מותאם אישית,1,Random,"< 15,רמת התלמיד אנלוגיות  >= 5"
פסיכומטרי,24,אנלוגיות חזקים זמינות גבוהה,atomic,29,סרטון שיעור אנלוגיות,1,N/A,"< 15 כלליות ,אנלוגיות  < 5"
פסיכומטרי,24,אנלוגיות חזקים זמינות גבוהה,atomic,60,דגשים משיעור אנלוגיות,1,N/A,"< 15 כלליות ,אנלוגיות  < 5"
פסיכומטרי,24,אנלוגיות חזקים זמינות גבוהה,atomic,121,פתרונות אנלוגיות,1,N/A,"< 15 כלליות ,אנלוגיות  < 5"
פסיכומטרי,24,אנלוגיות חזקים זמינות גבוהה,atomic,254,הנחיות מקבץ שאלה בודדת כללי,1,N/A,"< 15 כלליות ,אנלוגיות  < 5"
פסיכומטרי,24,אנלוגיות חזקים זמינות גבוהה,container,18,תרגול מותאם אישית,1,Random,"< 15 כלליות ,אנלוגיות  < 5"
פסיכומטרי,25,ביטויים חלשים ז.נמוכה,atomic,25,סרטון שיעור ביטויים,1,N/A,"זמינות   >= 20,רמת התלמיד ביטויים  >= 6"
פסיכומטרי,25,ביטויים חלשים ז.נמוכה,atomic,61,דגשים משיעור ביטויים,1,N/A,"זמינות   >= 20,רמת התלמיד ביטויים  >= 6"
פסיכומטרי,25,ביטויים חלשים ז.נמוכה,atomic,122,פתרונות ביטויים חלשים,1,N/A,"זמינות   >= 20,רמת התלמיד ביטויים  >= 6"
פסיכומטרי,26,ביטויים חזקים ז.נמוכה,atomic,25,סרטון שיעור ביטויים,1,N/A,"זמינות   >= 20,רמת התלמיד ביטויים  < 6"
פסיכומטרי,26,ביטויים חזקים ז.נמוכה,atomic,61,דגשים משיעור ביטויים,1,N/A,"זמינות   >= 20,רמת התלמיד ביטויים  < 6"
פסיכומטרי,26,ביטויים חזקים ז.נמוכה,atomic,123,פתרונות ביטויים חזקים,1,N/A,"זמינות   >= 20,רמת התלמיד ביטויים  < 6"
פסיכומטרי,27,ביטויים חלשים ז.גבוהה,atomic,25,סרטון שיעור ביטויים,1,N/A,"< 20 כלליות ,רמת התלמיד ביטויים  >= 6"
פסיכומטרי,27,ביטויים חלשים ז.גבוהה,atomic,61,דגשים משיעור ביטויים,1,N/A,"< 20 כלליות ,רמת התלמיד ביטויים  >= 6"
פסיכומטרי,27,ביטויים חלשים ז.גבוהה,atomic,122,פתרונות ביטויים חלשים,1,N/A,"< 20 כלליות ,רמת התלמיד ביטויים  >= 6"
פסיכומטרי,27,ביטויים חלשים ז.גבוהה,atomic,254,הנחיות מקבץ שאלה בודדת כללי,1,N/A,"< 20 כלליות ,רמת התלמיד ביטויים  >= 6"
פסיכומטרי,27,ביטויים חלשים ז.גבוהה,container,19,תרגול ביטויים,1,Random,"< 20 כלליות ,רמת התלמיד ביטויים  >= 6"
פסיכומטרי,28,ביטויים חזקים ז.גבוהה,atomic,25,סרטון שיעור ביטויים,1,N/A,"< 20 כלליות ,רמת התלמיד ביטויים  < 6"
פסיכומטרי,28,ביטויים חזקים ז.גבוהה,atomic,61,דגשים משיעור ביטויים,1,N/A,"< 20 כלליות ,רמת התלמיד ביטויים  < 6"
פסיכומטרי,28,ביטויים חזקים ז.גבוהה,atomic,123,פתרונות ביטויים חזקים,1,N/A,"< 20 כלליות ,רמת התלמיד ביטויים  < 6"
פסיכומטרי,28,ביטויים חזקים ז.גבוהה,atomic,254,הנחיות מקבץ שאלה בודדת כללי,1,N/A,"< 20 כלליות ,רמת התלמיד ביטויים  < 6"
פסיכומטרי,28,ביטויים חזקים ז.גבוהה,container,20,תרגול ביטויים,1,Random,"< 20 כלליות ,רמת התלמיד ביטויים  < 6"
פסיכומטרי,29,מרובעים מצולעים חלשים ז.נמוכה,atomic,13,סרטון שיעור מצולעים,1,N/A,"זמינות   >= 22,רמת התלמיד מרובעים  >= 6"
פסיכומטרי,29,מרובעים מצולעים חלשים ז.נמוכה,atomic,62,דגשים משיעור מרובעים ומצולעים,1,N/A,"זמינות   >= 22,רמת התלמיד מרובעים  >= 6"
פסיכומטרי,29,מרובעים מצולעים חלשים ז.נמוכה,atomic,125,פתרונות מרובעים ומצולעים חלשים,1,N/A,"זמינות   >= 22,רמת התלמיד מרובעים  >= 6"
פסיכומטרי,30,מרובעים מצולעים חזקים ז.נמוכה,atomic,13,סרטון שיעור מצולעים,1,N/A,"זמינות   >= 22,מרובעים  < 6"
פסיכומטרי,30,מרובעים מצולעים חזקים ז.נמוכה,atomic,62,דגשים משיעור מרובעים ומצולעים,1,N/A,"זמינות   >= 22,מרובעים  < 6"
פסיכומטרי,30,מרובעים מצולעים חזקים ז.נמוכה,atomic,124,פתרונות מרובעים ומצולעים חזקים,1,N/A,"זמינות   >= 22,מרובעים  < 6"
פסיכומטרי,31,מרובעים מצולעים חלשים ז.גבוהה,atomic,13,סרטון שיעור מצולעים,1,N/A,"< 22 כלליות ,רמת התלמיד מרובעים  >= 6"
פסיכומטרי,31,מרובעים מצולעים חלשים ז.גבוהה,atomic,62,דגשים משיעור מרובעים ומצולעים,1,N/A,"< 22 כלליות ,רמת התלמיד מרובעים  >= 6"
פסיכומטרי,31,מרובעים מצולעים חלשים ז.גבוהה,atomic,125,פתרונות מרובעים ומצולעים חלשים,1,N/A,"< 22 כלליות ,רמת התלמיד מרובעים  >= 6"
פסיכומטרי,31,מרובעים מצולעים חלשים ז.גבוהה,atomic,255,הנחיות מקבץ  מרובעים,1,N/A,"< 22 כלליות ,רמת התלמיד מרובעים  >= 6"
פסיכומטרי,31,מרובעים מצולעים חלשים ז.גבוהה,container,21,תרגול מרובעים,1,Random,"< 22 כלליות ,רמת התלמיד מרובעים  >= 6"
פסיכומטרי,31,מרובעים מצולעים חלשים ז.גבוהה,container,22,תרגול מצולעים,1,Random,"< 22 כלליות ,רמת התלמיד מרובעים  >= 6"
פסיכומטרי,32,מרובעים מצולעים חזקים ז.גבוהה,atomic,13,סרטון שיעור מצולעים,1,N/A,"< 22 כלליות ,מרובעים  < 6"
פסיכומטרי,32,מרובעים מצולעים חזקים ז.גבוהה,atomic,62,דגשים משיעור מרובעים ומצולעים,1,N/A,"< 22 כלליות ,מרובעים  < 6"
פסיכומטרי,32,מרובעים מצולעים חזקים ז.גבוהה,atomic,124,פתרונות מרובעים ומצולעים חזקים,1,N/A,"< 22 כלליות ,מרובעים  < 6"
פסיכומטרי,32,מרובעים מצולעים חזקים ז.גבוהה,atomic,255,הנחיות מקבץ  מרובעים,1,N/A,"< 22 כלליות ,מרובעים  < 6"
פסיכומטרי,32,מרובעים מצולעים חזקים ז.גבוהה,container,23,תרגול מרובעים,1,Random,"< 22 כלליות ,מרובעים  < 6"
פסיכומטרי,32,מרובעים מצולעים חזקים ז.גבוהה,container,24,תרגול מצולעים,1,Random,"< 22 כלליות ,מרובעים  < 6"
פסיכומטרי,33,חזרות כמותי 3 - חלשים ז.נמוכה,atomic,169,הנחיות מטלות חזרה וכתיבת לקחים,1,N/A,"זמינות   >= 18,רמת התלמיד משוואות  >= 5"
פסיכומטרי,33,חזרות כמותי 3 - חלשים ז.נמוכה,container,38,תרגול מותאם אישית,1,Random,"זמינות   >= 18,רמת התלמיד משוואות  >= 5"
פסיכומטרי,33,חזרות כמותי 3 - חלשים ז.נמוכה,container,39,תרגול מותאם אישית,1,Random,"זמינות   >= 18,רמת התלמיד משוואות  >= 5"
פסיכומטרי,34,חזרות כמותי 3 - חזקים ז.נמוכה,atomic,169,הנחיות מטלות חזרה וכתיבת לקחים,1,N/A,"זמינות   >= 18,משוואות  < 5"
פסיכומטרי,34,חזרות כמותי 3 - חזקים ז.נמוכה,container,40,תרגול מותאם אישית,1,Random,"זמינות   >= 18,משוואות  < 5"
פסיכומטרי,34,חזרות כמותי 3 - חזקים ז.נמוכה,container,41,תרגול מותאם אישית,1,Random,"זמינות   >= 18,משוואות  < 5"
פסיכומטרי,35,חזרות כמותי 3 - חלשים ז.גבוהה,atomic,169,הנחיות מטלות חזרה וכתיבת לקחים,1,N/A,"< 18 כלליות ,רמת התלמיד משוואות  >= 5"
פסיכומטרי,35,חזרות כמותי 3 - חלשים ז.גבוהה,container,42,תרגול מותאם אישית,1,Random,"< 18 כלליות ,רמת התלמיד משוואות  >= 5"
פסיכומטרי,35,חזרות כמותי 3 - חלשים ז.גבוהה,container,43,תרגול מותאם אישית,1,Random,"< 18 כלליות ,רמת התלמיד משוואות  >= 5"
פסיכומטרי,35,חזרות כמותי 3 - חלשים ז.גבוהה,container,44,תרגול מותאם אישית,1,Random,"< 18 כלליות ,רמת התלמיד משוואות  >= 5"
פסיכומטרי,35,חזרות כמותי 3 - חלשים ז.גבוהה,container,45,תרגול מותאם אישית,1,Random,"< 18 כלליות ,רמת התלמיד משוואות  >= 5"
פסיכומטרי,36,חזרות כמותי 3 - חזקים ז.גבוהה,atomic,169,הנחיות מטלות חזרה וכתיבת לקחים,1,N/A,"< 18 כלליות ,משוואות  < 5"
פסיכומטרי,36,חזרות כמותי 3 - חזקים ז.גבוהה,container,46,תרגול מותאם אישית,1,Random,"< 18 כלליות ,משוואות  < 5"
פסיכומטרי,36,חזרות כמותי 3 - חזקים ז.גבוהה,container,47,תרגול מותאם אישית,1,Random,"< 18 כלליות ,משוואות  < 5"
פסיכומטרי,36,חזרות כמותי 3 - חזקים ז.גבוהה,container,48,תרגול מותאם אישית,1,Random,"< 18 כלליות ,משוואות  < 5"
פסיכומטרי,36,חזרות כמותי 3 - חזקים ז.גבוהה,container,49,תרגול מותאם אישית,1,Random,"< 18 כלליות ,משוואות  < 5"
